,index,User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors,Fraud,trans_date_trans_time,Trans_hour,Day_of_week,MCC_Category,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,index,cc_num,val_for_agg,trans_date,hist_trans_60d,hist_trans_24h,hist_fraud_trans_24h,hist_fraud_trans_2h,hist_trans_avg_amt_60d
182,180,0,3,2008,11,14,9:45,50.76,Swipe Transaction,-3.34594E+18,La Verne,CA,91750,7538,,No,2008/11/14 9:45,9,Friday,Business Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/14,77,3,0,0,95.8435443
183,181,0,3,2008,11,14,9:48,154.82,Swipe Transaction,7.94533E+18,La Verne,CA,91750,4900,,No,2008/11/14 9:48,9,Friday,Utility Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/14,77,3,0,0,95.8435443
184,182,0,3,2008,11,15,6:06,37.21,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,,No,2008/11/15 6:06,6,Saturday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/15,80,4,0,0,95.51036585
185,183,0,3,2008,11,15,6:24,68.18,Online Transaction,-7.42109E+18, ONLINE,,,5311,,No,2008/11/15 6:24,6,Saturday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/15,80,3,0,0,95.51036585
186,184,0,3,2008,11,15,9:52,133.36,Swipe Transaction,7.94533E+18,La Verne,CA,91750,4900,,No,2008/11/15 9:52,9,Saturday,Utility Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/15,80,4,0,0,95.51036585
187,185,0,3,2008,11,15,17:43,3.78,Online Transaction,-5.21142E+17, ONLINE,,,5815,,No,2008/11/15 17:43,17,Saturday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/15,80,3,0,0,95.51036585
188,186,0,3,2008,11,16,6:11,138.33,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,,No,2008/11/16 6:11,6,Sunday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/16,84,4,0,0,94.86892857
189,187,0,3,2008,11,18,6:01,164.1,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,,No,2008/11/18 6:01,6,Tuesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/18,85,4,0,0,95.38023529
190,188,0,3,2008,11,18,20:16,69.88,Swipe Transaction,-4.50054E+18,La Verne,CA,91750,5814,,No,2008/11/18 20:16,20,Tuesday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/18,85,1,0,0,95.38023529
191,189,0,3,2008,11,20,6:22,97.92,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No,2008/11/20 6:22,6,Thursday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/20,87,2,0,0,95.87701149
192,190,0,3,2008,11,21,8:34,35.03,Swipe Transaction,-3.34594E+18,La Verne,CA,91750,7538,,No,2008/11/21 8:34,8,Friday,Business Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/21,88,1,0,0,95.90022727
193,191,0,3,2008,11,23,13:00,138.92,Swipe Transaction,7.94533E+18,La Verne,CA,91750,4900,,No,2008/11/23 13:00,13,Sunday,Utility Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/23,89,1,0,0,95.21629213
194,192,0,3,2008,11,24,6:04,142.07,Swipe Transaction,3.52721E+18,La Verne,CA,91750,5300,,No,2008/11/24 6:04,6,Monday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/24,90,1,0,0,95.44119565
195,193,0,3,2008,11,24,10:53,25.35,Swipe Transaction,-8.68256E+16,La Verne,CA,91750,7230,,No,2008/11/24 10:53,10,Monday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/24,90,2,0,0,95.44119565
196,194,0,3,2008,11,24,13:16,152.09,Swipe Transaction,7.94533E+18,La Verne,CA,91750,4900,,No,2008/11/24 13:16,13,Monday,Utility Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/24,90,3,0,0,95.44119565
197,195,0,3,2008,11,24,13:21,9.88,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,,No,2008/11/24 13:21,13,Monday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/24,90,3,0,0,95.44119565
198,196,0,3,2008,11,26,16:31,135.55,Swipe Transaction,-5.14953E+18,La Verne,CA,91750,5655,,No,2008/11/26 16:31,16,Wednesday,Clothing Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/26,94,4,0,0,95.13361702
199,197,0,3,2008,11,27,16:37,32.71,Online Transaction,4.24134E+18, ONLINE,,,4814,,No,2008/11/27 16:37,16,Thursday,Utility Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/27,95,1,0,0,95.55905263
200,198,0,3,2008,11,28,6:40,35.45,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No,2008/11/28 6:40,6,Friday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/28,96,1,0,0,94.2914433
201,199,0,3,2008,11,28,13:18,11.48,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,,No,2008/11/28 13:18,13,Friday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/28,96,2,0,0,94.2914433
202,200,0,3,2008,11,29,6:33,34.47,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,,No,2008/11/29 6:33,6,Saturday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/29,98,3,0,0,93.44642857
203,201,0,3,2008,11,30,6:59,43.58,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,,No,2008/11/30 6:59,6,Sunday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/11/30,99,3,0,0,92.85070707
204,202,0,4,2008,10,2,17:31,6.5,Online Transaction,6.45521E+18, ONLINE,,,5815,,No,2008/10/2 17:31,17,Thursday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_4,1,2008/10/2,100,1,0,0,92.358
205,203,0,4,2008,10,4,6:56,26.02,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,,No,2008/10/4 6:56,6,Saturday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_4,1,2008/10/4,1,1,0,0,6.5
206,204,0,4,2008,10,6,17:33,6.39,Online Transaction,6.45521E+18, ONLINE,,,5815,,No,2008/10/6 17:33,17,Monday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_4,1,2008/10/6,2,1,0,0,16.26
207,205,0,4,2008,10,11,17:31,3.16,Online Transaction,6.45521E+18, ONLINE,,,5815,,No,2008/10/11 17:31,17,Saturday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_4,1,2008/10/11,3,1,0,0,12.97
208,206,0,4,2008,10,13,13:33,7.49,Swipe Transaction,-2.83951E+18,La Verne,CA,91750,8099,,No,2008/10/13 13:33,13,Monday,Professional Services and Membership Organizations,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_4,1,2008/10/13,4,1,0,0,10.5175
209,207,0,4,2008,10,29,11:50,1.85,Swipe Transaction,6.6665E+18,La Verne,CA,91750,5499,,No,2008/10/29 11:50,11,Wednesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_4,1,2008/10/29,5,1,0,0,9.912
210,208,0,4,2008,11,3,6:30,21.33,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No,2008/11/3 6:30,6,Monday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_4,1,2008/11/3,6,1,0,0,8.568333333
211,209,0,4,2008,11,12,16:34,9.92,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No,2008/11/12 16:34,16,Wednesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_4,1,2008/11/12,7,1,0,0,10.39142857
212,210,0,4,2008,11,15,6:37,27.14,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,,No,2008/11/15 6:37,6,Saturday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_4,1,2008/11/15,8,1,0,0,10.3325
213,211,0,4,2008,11,20,16:58,13,Swipe Transaction,3.52721E+18,La Verne,CA,91750,5300,,No,2008/11/20 16:58,16,Thursday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_4,1,2008/11/20,9,1,0,0,12.2
214,212,1,2,2008,10,1,18:37,60.32,Swipe Transaction,4.31886E+18,Little Neck,NY,11363,5812,,No,2008/10/1 18:37,18,Wednesday,Miscellaneous Stores,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/1,199,8,0,0,61.19361809
215,213,1,2,2008,10,2,6:36,108.26,Swipe Transaction,-8.72734E+18,Little Neck,NY,11363,5655,,No,2008/10/2 6:36,6,Thursday,Clothing Stores,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/2,1,1,0,0,60.32
216,214,1,2,2008,10,2,19:10,292,Swipe Transaction,1.27047E+18,Waianae,HI,96792,3730,,No,2008/10/2 19:10,19,Thursday,(T&E) Lodging,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/2,1,2,0,0,60.32
217,215,1,2,2008,10,4,6:41,126.99,Swipe Transaction,7.96751E+18,New York,NY,10101,5300,,No,2008/10/4 6:41,6,Saturday,Retail Outlet Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/4,3,2,0,0,146.8925
218,216,1,2,2008,10,4,10:33,71.29,Swipe Transaction,-5.47568E+18,Bronx,NY,10458,5942,,No,2008/10/4 10:33,10,Saturday,Miscellaneous Stores,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/4,3,1,0,0,146.8925
219,217,1,2,2008,10,6,9:08,185.14,Swipe Transaction,-7.80705E+18,White Plains,NY,10603,3684,"Insufficient Balance,",No,2008/10/6 9:08,9,Monday,(T&E) Lodging,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/6,5,2,0,0,78.85714286
220,218,1,2,2008,10,6,9:13,-292,Swipe Transaction,1.27047E+18,Waianae,HI,96792,3730,,No,2008/10/6 9:13,9,Monday,(T&E) Lodging,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/6,5,1,0,0,78.85714286
221,219,1,2,2008,10,6,9:23,132.58,Swipe Transaction,1.27047E+18,Waianae,HI,96792,3730,,No,2008/10/6 9:23,9,Monday,(T&E) Lodging,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/6,5,2,0,0,78.85714286
222,220,1,2,2008,10,6,19:21,147.7,Swipe Transaction,-6.09472E+18,Little Neck,NY,11363,4900,,No,2008/10/6 19:21,19,Monday,Utility Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/6,5,3,0,0,78.85714286
223,221,1,2,2008,10,7,3:17,33.83,Swipe Transaction,4.93736E+18,Little Neck,NY,11363,5300,,No,2008/10/7 3:17,3,Tuesday,Retail Outlet Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/7,9,4,0,0,86.611
224,222,1,2,2008,10,7,13:43,103.57,Swipe Transaction,6.12657E+18,Little Neck,NY,11363,7538,,No,2008/10/7 13:43,13,Tuesday,Business Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/7,9,5,0,0,86.611
225,223,1,2,2008,10,9,6:49,13.84,Swipe Transaction,1.79919E+18,Little Neck,NY,11363,5499,,No,2008/10/9 6:49,6,Thursday,Retail Outlet Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/9,11,3,0,0,81.96
226,224,1,2,2008,10,9,12:42,27.25,Online Transaction,-4.24141E+18, ONLINE,,,7349,,No,2008/10/9 12:42,12,Thursday,Business Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/9,11,1,0,0,81.96
227,225,1,2,2008,10,11,5:16,13.3,Online Transaction,-5.21142E+17, ONLINE,,,5815,,No,2008/10/11 5:16,5,Saturday,Miscellaneous Stores,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/11,13,2,0,0,73.14785714
228,226,1,2,2008,10,11,6:33,109.03,Swipe Transaction,1.98019E+18,Little Neck,NY,11363,5661,,No,2008/10/11 6:33,6,Saturday,Clothing Stores,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/11,13,1,0,0,73.14785714
229,227,1,2,2008,10,14,14:27,97.17,Swipe Transaction,-3.49962E+18,Little Neck,NY,11363,7538,,No,2008/10/14 14:27,14,Tuesday,Business Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/14,15,2,0,0,75.54
230,228,1,2,2008,10,15,6:31,126.44,Swipe Transaction,-2.16533E+18,Fresh Meadows,NY,11365,5311,,No,2008/10/15 6:31,6,Wednesday,Retail Outlet Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/15,16,1,0,0,76.891875
231,229,1,2,2008,10,16,19:29,34.61,Swipe Transaction,-5.62484E+18,Flushing,NY,11367,7832,,No,2008/10/16 19:29,19,Thursday,Business Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/16,17,2,0,0,79.80647059
232,230,1,2,2008,10,17,18:41,52.24,Swipe Transaction,-5.0235E+18,Little Neck,NY,11363,5812,,No,2008/10/17 18:41,18,Friday,Miscellaneous Stores,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/17,18,1,0,0,75.97684211
233,231,1,2,2008,10,17,19:19,117.71,Swipe Transaction,-6.09472E+18,Little Neck,NY,11363,4900,,No,2008/10/17 19:19,19,Friday,Utility Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/17,18,2,0,0,75.97684211
234,232,1,2,2008,10,19,8:58,126.85,Swipe Transaction,-3.49962E+18,Little Neck,NY,11363,7538,,No,2008/10/19 8:58,8,Sunday,Business Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/19,20,3,0,0,78.0635
235,233,1,2,2008,10,19,13:49,88.12,Swipe Transaction,6.12657E+18,Little Neck,NY,11363,7538,,No,2008/10/19 13:49,13,Sunday,Business Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/19,20,1,0,0,78.0635
236,234,1,2,2008,10,20,18:48,63.17,Swipe Transaction,4.31886E+18,Little Neck,NY,11363,5812,,No,2008/10/20 18:48,18,Monday,Miscellaneous Stores,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/20,22,2,0,0,80.73818182
237,235,1,2,2008,10,22,22:58,100,Swipe Transaction,-4.28247E+18,Oakland Gardens,NY,11364,4829,,No,2008/10/22 22:58,22,Wednesday,Utility Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/22,23,1,0,0,79.97434783
238,236,1,2,2008,10,23,8:15,78.4,Swipe Transaction,-5.16204E+18,Little Neck,NY,11363,5541,,No,2008/10/23 8:15,8,Thursday,Retail Outlet Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/23,24,1,0,0,80.7124
239,237,1,2,2008,10,23,8:18,84,Swipe Transaction,-5.16204E+18,Little Neck,NY,11363,5541,,No,2008/10/23 8:18,8,Thursday,Retail Outlet Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/23,24,2,0,0,80.7124
240,238,1,2,2008,10,23,8:23,-84,Swipe Transaction,-5.16204E+18,Little Neck,NY,11363,5541,,No,2008/10/23 8:23,8,Thursday,Retail Outlet Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/23,24,3,0,0,80.7124
241,239,1,2,2008,10,24,10:05,159.15,Swipe Transaction,-1.90813E+18,Lincoln Park,MI,48146,3771,,No,2008/10/24 10:05,10,Friday,(T&E) Lodging,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/24,27,4,0,0,74.7337037
242,240,1,2,2008,10,25,7:27,118.33,Swipe Transaction,-2.16533E+18,Fresh Meadows,NY,11365,5311,,No,2008/10/25 7:27,7,Saturday,Retail Outlet Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/25,28,1,0,0,77.74857143
243,241,1,2,2008,10,27,13:02,49.63,Swipe Transaction,6.69846E+18,Fresh Meadows,NY,11366,4814,,No,2008/10/27 13:02,13,Monday,Utility Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/27,29,2,0,0,78.164
244,242,1,2,2008,10,27,17:29,111.68,Swipe Transaction,-5.65725E+18,Little Neck,NY,11363,5411,,No,2008/10/27 17:29,17,Monday,Retail Outlet Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/27,29,1,0,0,78.164
245,243,1,2,2008,10,28,10:27,71.82,Swipe Transaction,-5.46792E+18,Oakland Gardens,NY,11364,5912,,No,2008/10/28 10:27,10,Tuesday,Miscellaneous Stores,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/28,31,2,0,0,79.013125
246,244,1,2,2008,10,28,13:57,104.54,Swipe Transaction,-3.49962E+18,Little Neck,NY,11363,7538,,No,2008/10/28 13:57,13,Tuesday,Business Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/28,31,3,0,0,79.013125
247,245,1,2,2008,10,28,18:26,120.07,Swipe Transaction,-2.16533E+18,Fresh Meadows,NY,11365,5311,,No,2008/10/28 18:26,18,Tuesday,Retail Outlet Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/28,31,3,0,0,79.013125
248,246,1,2,2008,10,29,18:11,112.36,Swipe Transaction,1.76341E+18,Little Neck,NY,11363,5912,,No,2008/10/29 18:11,18,Wednesday,Miscellaneous Stores,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/29,34,3,0,0,80.97147059
249,247,1,2,2008,10,30,13:40,112.09,Swipe Transaction,6.12657E+18,Little Neck,NY,11363,7538,,No,2008/10/30 13:40,13,Thursday,Business Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/30,35,2,0,0,81.86828571
250,248,1,2,2008,10,30,18:58,68.2,Swipe Transaction,-5.0235E+18,Little Neck,NY,11363,5812,,No,2008/10/30 18:58,18,Thursday,Miscellaneous Stores,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/10/30,35,2,0,0,81.86828571
251,249,1,2,2008,11,1,15:29,17.73,Swipe Transaction,6.13521E+18,Little Neck,NY,11363,9402,,No,2008/11/1 15:29,15,Saturday,Government Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/11/1,37,2,0,0,82.31567568
252,250,1,2,2008,11,2,12:08,25.61,Swipe Transaction,3.9499E+18,Oakland Gardens,NY,11364,7349,,No,2008/11/2 12:08,12,Sunday,Business Services,Sasha Sadr,53,68,1966,12,Female,3606 Federal Boulevard,,Little Neck,NY,11363,40.76,-73.74,"$37,891 ","$77,254 ","$191,349 ",701,5,1,1_2,1,2008/11/2,38,1,0,0,80.61605263
